RSI(14)_value,RSI(14)_status,"STOCH(9,6)_value","STOCH(9,6)_status",STOCHRSI(14)_value,STOCHRSI(14)_status,"MACD(12,26)_value","MACD(12,26)_status",ATR(14)_value,ATR(14)_status,ADX(14)_value,ADX(14)_status,CCI(14)_value,CCI(14)_status,Highs/Lows(14)_value,Highs/Lows(14)_status,UO_value,UO_status,ROC_value,ROC_status,WilliamsR_value,WilliamsR_status,BullBear(13)_value,BullBear(13)_status,Summary_value,Summary_status,Fiyat,Degisim,Hisse,Tarih,MA5_state,MA5_value,MA10_state,MA10_value,MA20_state,MA20_value,MA50_state,MA50_value,MA100_state,MA100_value,MA200_state,MA200_value,Summary_state,Summary_value
37.807,Sell,24.051,Sell,16.961,Oversold,-2.570,Sell,2.8179,Less Volatility,24.947,Sell,-127.7541,Sell,-3.4214,Sell,27.455,Oversold,-8.902,Sell,-84.810,Oversold,-5.5000,Sell,Buy (0) ,Strong Sell,6990,+1.16,KARTN,2023-03-22,SAT,70.98,SAT,73.60,SAT,75.60,SAT,79.27,SAT,88.27,SAT,81.56,SAT,Buy (0)
41.451,Sell,30.450,Sell,0.000,Oversold,-0.080,Sell,2.8357,Less Volatility,38.083,Sell,-118.9274,Sell,-3.4000,Sell,34.276,Sell,-3.134,Sell,-91.983,Oversold,-5.0560,Sell,Buy (0) ,Strong Sell,5265,-0.66,TLMAN,2023-03-22,SAT,54.33,SAT,57.36,SAT,55.88,SAT,54.99,SAT,58.82,AL,47.27,SAT,Buy (2)
56.466,Buy,68.649,Buy,70.683,Buy,1.289,Buy,2.6964,Less Volatility,26.910,Sell,88.0445,Buy,0.9771,Buy,48.917,Sell,11.051,Buy,-25.543,Buy,3.5560,Buy,Buy (9) ,Strong Buy,51300,-0.39,BURCE,2023-03-22,SAT,51.490,AL,49.898,AL,48.242,AL,47.294,AL,47.658,AL,38.654,AL,Buy (11)
46.840,Neutral,55.446,Buy,0.000,Oversold,0.560,Buy,1.5786,Less Volatility,20.334,Sell,-146.2390,Sell,-0.5157,Sell,57.425,Buy,-5.930,Sell,-82.292,Oversold,-0.7360,Sell,Buy (3) ,Sell,3750,-2.60,OYYAT,2023-03-22,SAT,38.77,SAT,38.67,SAT,38.51,AL,36.59,AL,37.23,AL,32.50,SAT,Buy (5)
50.472,Neutral,20.300,Sell,16.745,Oversold,0.300,Buy,2.2457,High Volatility,33.915,Buy,-66.0642,Sell,-0.6686,Sell,32.972,Sell,7.161,Buy,-76.177,Sell,-0.7060,Sell,Buy (3) ,Strong Sell,3318,+3.24,PSDTC,2023-03-22,AL,32.94,SAT,34.51,SAT,33.35,AL,32.07,SAT,34.25,AL,30.13,AL,Buy (7)
47.260,Neutral,30.286,Sell,27.339,Sell,-0.619,Sell,3.5586,Less Volatility,22.751,Sell,-102.8085,Sell,-0.4664,Sell,40.771,Sell,-11.370,Sell,-68.854,Sell,-2.5960,Sell,Buy (0) ,Strong Sell,51150,+2.92,DESA,2023-03-22,AL,51.330,SAT,52.540,SAT,53.398,SAT,52.841,SAT,53.175,AL,37.193,SAT,Buy (5)
40.064,Sell,18.870,Oversold,25.867,Sell,-1.095,Sell,1.2200,Less Volatility,23.387,Sell,-131.2526,Sell,-0.6771,Sell,36.460,Sell,-4.672,Sell,-88.353,Oversold,-2.1500,Sell,Buy (0) ,Strong Sell,26160,0.00,DITAS,2023-03-22,SAT,26.464,SAT,26.960,SAT,27.322,SAT,29.993,SAT,30.131,AL,23.083,SAT,Buy (2)
36.336,Sell,31.516,Sell,7.178,Oversold,-1.770,Sell,1.7743,Less Volatility,30.392,Sell,-182.4270,Sell,-2.1514,Sell,35.344,Sell,-11.521,Sell,-94.118,Oversold,-3.4560,Sell,Buy (0) ,Strong Sell,4210,+0.24,VBTYZ,2023-03-22,SAT,43.56,SAT,44.50,SAT,45.40,SAT,48.99,SAT,50.46,AL,38.52,SAT,Buy (2)
43.650,Sell,21.190,Sell,8.288,Oversold,-1.919,Sell,3.7821,Less Volatility,22.942,Sell,-96.9386,Sell,-1.4064,Sell,40.987,Sell,-12.657,Sell,-84.727,Oversold,-2.9760,Sell,Buy (0) ,Strong Sell,45860,-1.80,DOBUR,2023-03-22,SAT,45.676,SAT,47.214,SAT,47.622,SAT,52.300,SAT,55.023,SAT,50.450,SAT,Buy (0)
56.415,Buy,28.831,Sell,80.888,Overbought,-0.083,Sell,1.0436,Less Volatility,32.042,Buy,5.8994,Neutral,0.0064,Buy,49.654,Neutral,5.917,Buy,-37.086,Buy,0.3760,Buy,Buy (6) ,Strong Buy,17900,+9.95,TGSAS,2023-03-22,AL,16.788,AL,17.183,AL,17.044,AL,17.104,SAT,18.737,AL,16.674,AL,Buy (11)
42.214,Sell,21.107,Sell,10.989,Oversold,-0.501,Sell,1.2043,Less Volatility,26.693,Sell,-117.3623,Sell,-0.8900,Sell,30.681,Sell,-4.073,Sell,-91.241,Oversold,-2.0140,Sell,Buy (0) ,Strong Sell,23080,+1.76,PAGYO,2023-03-22,SAT,23.620,SAT,24.628,SAT,24.305,SAT,25.330,SAT,26.016,AL,20.727,SAT,Buy (2)
35.523,Sell,36.171,Sell,0.000,Oversold,-5.070,Sell,5.9714,Less Volatility,36.511,Sell,-190.6209,Sell,-10.8357,Sell,44.682,Sell,-12.045,Sell,-88.571,Oversold,-21.1940,Sell,Buy (0) ,Strong Sell,14000,-0.57,ARASE,2023-03-22,SAT,146.18,SAT,151.80,SAT,154.32,SAT,161.55,SAT,184.10,SAT,146.07,SAT,Buy (0)
37.114,Sell,33.353,Sell,7.442,Oversold,-1.873,Sell,2.4857,Less Volatility,40.497,Sell,-191.3597,Sell,-3.1964,Sell,33.822,Sell,-7.296,Sell,-86.603,Oversold,-6.7460,Sell,Buy (0) ,Strong Sell,62600,+0.08,ACSEL,2023-03-22,SAT,64.650,SAT,66.335,SAT,67.603,SAT,70.554,SAT,71.627,AL,61.218,SAT,Buy (2)
49.689,Neutral,28.944,Sell,74.248,Buy,-2.050,Sell,3.6357,Less Volatility,44.789,Sell,-48.0586,Neutral,0.0000,Neutral,44.308,Sell,1.750,Buy,-43.511,Buy,-3.6460,Sell,Buy (3) ,Sell,7850,+9.94,EGGUB,2023-03-22,AL,74.87,AL,77.68,SAT,78.67,SAT,82.08,SAT,87.82,AL,73.89,AL,Buy (7)
44.294,Sell,23.204,Sell,23.244,Oversold,-0.700,Sell,1.7371,Less Volatility,19.475,Neutral,-100.3500,Sell,-1.3214,Sell,38.541,Sell,-7.771,Sell,-79.387,Sell,-1.6820,Sell,Buy (0) ,Strong Sell,4002,+3.25,SUNTK,2023-03-22,SAT,39.89,SAT,40.89,SAT,41.66,SAT,41.66,SAT,47.82,AL,37.16,SAT,Buy (2)
33.446,Sell,29.074,Sell,0.000,Oversold,-3.935,Sell,3.5357,Less Volatility,41.708,Sell,-202.8111,Oversold,-3.6393,Sell,31.064,Sell,-19.456,Sell,-90.530,Oversold,-8.7700,Sell,Buy (0) ,Strong Sell,65100,-0.69,KRONT,2023-03-22,SAT,67.430,SAT,68.890,SAT,72.890,SAT,79.673,SAT,90.737,SAT,66.953,SAT,Buy (0)
59.794,Buy,35.315,Sell,64.508,Buy,1.003,Buy,3.6143,High Volatility,37.836,Buy,45.5916,Neutral,0.0629,Buy,47.031,Sell,8.026,Buy,-43.923,Buy,1.5400,Buy,Buy (8) ,Strong Buy,45760,+10.00,YAPRK,2023-03-22,AL,43.668,AL,43.788,AL,41.955,AL,40.552,AL,44.364,AL,38.502,AL,Buy (12)
39.026,Sell,26.555,Sell,33.004,Sell,-33.270,Sell,46.1857,Less Volatility,28.128,Sell,-135.8891,Sell,-64.8000,Sell,22.258,Oversold,-10.688,Sell,-80.054,Oversold,-121.0320,Sell,Buy (0) ,Strong Sell,79140,+7.97,BRYAT,2023-03-22,SAT,779.96,SAT,833.92,SAT,853.93,SAT,888.39,SAT,968.78,AL,726.31,SAT,Buy (2)
42.589,Sell,26.948,Sell,12.830,Oversold,-0.490,Sell,2.0643,Less Volatility,30.979,Sell,-118.6454,Sell,-1.6471,Sell,32.183,Sell,-5.059,Sell,-80.366,Oversold,-2.5440,Sell,Buy (0) ,Strong Sell,3550,+1.31,MTRKS,2023-03-22,SAT,36.14,SAT,37.53,SAT,37.60,SAT,37.49,SAT,40.48,SAT,45.13,SAT,Buy (0)
47.504,Neutral,16.422,Oversold,7.977,Oversold,-0.195,Sell,5.8571,High Volatility,23.559,Sell,-115.9847,Sell,-1.6429,Sell,42.980,Sell,-11.511,Sell,-90.029,Oversold,-4.4440,Sell,Buy (0) ,Strong Sell,56400,-3.84,UFUK,2023-03-22,SAT,57.690,SAT,60.215,SAT,58.611,SAT,58.177,SAT,62.228,SAT,63.345,SAT,Buy (1)
42.350,Sell,30.681,Sell,17.711,Oversold,-0.668,Sell,1.6714,Less Volatility,33.259,Sell,-190.1827,Sell,-0.9529,Sell,30.412,Sell,-5.107,Sell,-84.397,Oversold,-3.0580,Sell,Buy (0) ,Strong Sell,29400,+1.73,BURVA,2023-03-22,SAT,30.176,SAT,30.916,SAT,31.306,SAT,32.414,SAT,35.988,AL,28.665,SAT,Buy (1)
61.457,Buy,36.958,Sell,9.092,Oversold,18.200,Buy,18.1929,Less Volatility,62.101,Buy,-26.1015,Neutral,0.0000,Neutral,40.534,Sell,2.331,Buy,-63.002,Sell,10.2860,Buy,Buy (5) ,Buy,37730,-1.74,PAMEL,2023-03-22,SAT,380.78,SAT,381.24,AL,368.87,AL,318.89,AL,259.99,AL,197.68,AL,Buy (8)
47.317,Neutral,42.793,Sell,11.661,Oversold,-0.680,Sell,6.0714,Less Volatility,36.286,Sell,-65.7943,Sell,0.0000,Neutral,49.005,Neutral,-4.000,Sell,-74.595,Sell,-2.2760,Sell,Buy (0) ,Strong Sell,11540,-1.37,ADEL,2023-03-22,SAT,117.30,SAT,117.61,SAT,118.50,SAT,119.08,AL,99.48,AL,64.50,SAT,Buy (5)
41.317,Sell,23.959,Sell,24.304,Oversold,-0.665,Sell,1.0986,Less Volatility,31.862,Sell,-129.4124,Sell,-0.9214,Sell,36.658,Sell,-9.936,Sell,-83.475,Oversold,-2.3640,Sell,Buy (0) ,Strong Sell,28280,+2.09,CELHA,2023-03-22,SAT,28.348,SAT,29.120,SAT,30.324,SAT,30.421,SAT,32.963,AL,22.937,SAT,Buy (2)
39.772,Sell,26.309,Sell,15.218,Oversold,-0.964,Sell,1.3929,Less Volatility,33.583,Sell,-137.5192,Sell,-1.1400,Sell,37.084,Sell,-5.976,Sell,-85.124,Oversold,-2.8220,Sell,Buy (0) ,Strong Sell,29600,+1.58,SONME,2023-03-22,SAT,30.176,SAT,31.040,SAT,31.344,SAT,33.196,SAT,38.359,SAT,36.779,SAT,Buy (0)
34.135,Sell,16.035,Oversold,0.538,Oversold,-1.894,Sell,2.3050,Less Volatility,42.241,Sell,-117.7408,Sell,-4.9943,Sell,22.104,Oversold,-19.102,Sell,-94.198,Oversold,-6.6640,Sell,Buy (0) ,Strong Sell,41500,+0.19,BAKAB,2023-03-22,SAT,42.496,SAT,45.728,SAT,47.292,SAT,48.297,SAT,51.345,AL,39.528,SAT,Buy (2)
45.443,Neutral,38.552,Sell,38.271,Sell,-0.411,Sell,1.1800,Less Volatility,41.467,Sell,-157.4422,Sell,-0.2629,Sell,46.559,Sell,-8.089,Sell,-66.000,Sell,-2.0740,Sell,Buy (0) ,Strong Sell,21360,+3.59,GARFA,2023-03-22,AL,21.344,SAT,21.918,SAT,22.525,SAT,22.542,SAT,22.623,AL,18.833,SAT,Buy (3)
45.455,Neutral,22.624,Sell,27.471,Sell,-1.133,Sell,4.4036,Less Volatility,33.170,Sell,-91.8329,Sell,-1.3679,Sell,28.934,Oversold,-0.329,Sell,-76.974,Sell,-3.8120,Sell,Buy (0) ,Strong Sell,75800,+2.29,LUKSK,2023-03-22,SAT,75.780,SAT,78.325,SAT,78.273,SAT,79.755,SAT,83.694,AL,73.238,SAT,Buy (2)
40.454,Sell,43.381,Sell,0.000,Oversold,-0.239,Sell,0.4864,Less Volatility,27.870,Sell,-227.1362,Oversold,-0.3864,Sell,39.822,Sell,-7.551,Sell,-75.141,Sell,-1.2480,Sell,Buy (0) ,Strong Sell,9060,0.00,ULAS,2023-03-22,SAT,9.316,SAT,9.558,SAT,9.812,SAT,10.041,SAT,9.585,AL,6.815,SAT,Buy (3)
39.237,Sell,24.209,Sell,21.014,Oversold,-6.020,Sell,5.9429,Less Volatility,46.578,Sell,-127.5397,Sell,-4.6357,Sell,34.839,Sell,-7.168,Sell,-83.645,Oversold,-9.7520,Sell,Buy (0) ,Strong Sell,12870,+1.34,FMIZP,2023-03-22,SAT,131.10,SAT,135.68,SAT,138.46,SAT,149.97,SAT,172.96,SAT,150.22,SAT,Buy (0)
51.904,Neutral,35.331,Sell,0.088,Oversold,2.730,Buy,5.0036,High Volatility,33.748,Neutral,-38.7363,Neutral,-0.6357,Sell,44.440,Sell,0.880,Buy,-81.164,Oversold,2.0940,Buy,Buy (3) ,Neutral,8050,-4.45,AKMGY,2023-03-22,SAT,83.13,SAT,83.97,AL,79.96,AL,74.03,AL,73.77,AL,62.47,AL,Buy (8)
41.069,Sell,39.587,Sell,16.879,Oversold,-5.099,Sell,8.2786,Less Volatility,26.073,Buy,-102.4425,Sell,-5.7214,Sell,57.383,Buy,-11.019,Sell,-79.188,Sell,-17.0920,Sell,Buy (2) ,Strong Sell,161600,+2.28,SRVGY,2023-03-22,SAT,165.560,SAT,166.550,SAT,173.650,SAT,179.160,AL,161.406,AL,132.500,SAT,Buy (4)
48.513,Neutral,51.343,Neutral,0.000,Oversold,4.350,Buy,6.7571,Less Volatility,34.272,Sell,-129.7683,Sell,-3.6571,Sell,45.561,Sell,2.636,Buy,-73.333,Sell,-9.0460,Sell,Buy (2) ,Strong Sell,12360,-1.83,IHAAS,2023-03-22,SAT,130.20,SAT,132.21,SAT,128.71,AL,115.59,AL,102.28,AL,75.74,neutral,Buy (6)
41.137,Sell,23.181,Sell,34.850,Sell,-3.901,Sell,4.3250,Less Volatility,31.880,Sell,-84.3662,Sell,-1.6393,Sell,37.906,Sell,-5.364,Sell,-76.019,Sell,-3.6960,Sell,Buy (0) ,Strong Sell,75950,+2.29,AYCES,2023-03-22,AL,76.440,SAT,79.310,SAT,79.880,SAT,89.209,SAT,92.328,SAT,78.749,SAT,Buy (1)
47.108,Neutral,53.842,Neutral,25.218,Sell,60.610,Buy,210.7857,Less Volatility,25.944,Sell,-36.1639,Neutral,0.0000,Neutral,35.461,Sell,0.761,Buy,-65.746,Sell,-331.1959,Sell,Buy (2) ,Sell,3.30900,+0.21,KONYA,2023-03-22,SAT,3474.74,SAT,3454.05,SAT,3449.24,AL,3275.76,AL,3114.44,AL,2198.25,neutral,Buy (6)
44.992,Sell,19.330,Oversold,37.496,Sell,-11.630,Sell,33.2429,Less Volatility,23.702,Sell,-78.4887,Sell,-8.0643,Sell,38.463,Sell,-2.039,Sell,-75.340,Sell,-37.4120,Sell,Buy (0) ,Strong Sell,92040,+0.87,OTKAR,2023-03-22,AL,919.72,SAT,936.45,SAT,946.81,SAT,956.06,AL,906.48,AL,695.54,SAT,Buy (5)
41.517,Sell,32.164,Sell,33.478,Sell,-1.800,Sell,3.5143,Less Volatility,45.420,Sell,-155.3584,Sell,-2.6429,Sell,28.183,Oversold,-9.065,Sell,-80.263,Oversold,-6.7180,Sell,Buy (0) ,Strong Sell,8020,+2.82,INTEM,2023-03-22,SAT,80.69,SAT,82.26,SAT,85.14,SAT,86.20,SAT,92.19,SAT,84.76,SAT,Buy (0)
42.564,Sell,24.119,Sell,1.783,Oversold,-0.353,Sell,8.7036,Less Volatility,33.534,Sell,-129.2977,Sell,-7.9071,Sell,26.789,Oversold,-6.276,Sell,-95.176,Oversold,-10.4280,Sell,Buy (0) ,Strong Sell,91850,+0.38,KAPLM,2023-03-22,SAT,95.790,SAT,102.505,SAT,99.463,SAT,96.914,SAT,107.959,AL,88.329,SAT,Buy (2)
52.085,Neutral,39.965,Sell,0.000,Oversold,0.410,Buy,1.0200,Less Volatility,32.613,Sell,-21.0864,Neutral,0.0000,Neutral,42.702,Sell,1.600,Buy,-55.729,Sell,-0.2480,Sell,Buy (2) ,Sell,3688,-0.75,YGGYO,2023-03-22,SAT,37.25,SAT,37.39,SAT,36.99,AL,35.96,AL,33.78,AL,27.69,AL,Buy (7)
43.989,Sell,28.023,Sell,33.458,Sell,-0.980,Sell,1.8486,Less Volatility,30.751,Sell,-80.2723,Sell,-0.5843,Sell,36.868,Sell,-2.371,Sell,-73.559,Sell,-0.7860,Sell,Buy (0) ,Strong Sell,4282,+2.49,LINK,2023-03-22,SAT,42.83,SAT,44.03,SAT,44.11,SAT,46.01,SAT,52.32,SAT,43.04,SAT,Buy (0)
69.213,Buy,78.367,Buy,53.652,Neutral,210.470,Buy,197.6714,High Volatility,44.930,Buy,76.2934,Buy,207.7356,Buy,58.126,Buy,47.386,Buy,-18.436,Overbought,396.8301,Buy,Buy (9) ,Strong Buy,2.27700,+0.53,POLTK,2023-03-22,SAT,2290.50,AL,2174.39,AL,1857.95,AL,1642.55,AL,1405.72,AL,1051.05,AL,Buy (11)
50.430,Neutral,31.274,Sell,0.000,Oversold,15.508,Buy,24.6571,High Volatility,44.671,Neutral,-26.6235,Neutral,-5.2286,Sell,34.931,Sell,1.725,Buy,-82.373,Oversold,-7.0280,Sell,Buy (2) ,Sell,347900,-3.36,ARMDA,2023-03-22,SAT,369.040,SAT,372.750,SAT,355.560,AL,320.496,AL,258.271,AL,202.625,neutral,Buy (6)
39.760,Sell,29.825,Sell,58.399,Buy,-1.654,Sell,2.1286,Less Volatility,43.935,Sell,-105.4813,Sell,-0.4571,Sell,29.897,Oversold,-2.648,Sell,-66.917,Sell,-2.8440,Sell,Buy (1) ,Strong Sell,79400,+2.12,BANVT,2023-03-22,AL,78.640,SAT,79.805,SAT,81.033,SAT,84.100,SAT,87.041,SAT,90.683,SAT,Buy (2)
42.593,Sell,38.126,Sell,12.508,Oversold,-129.470,Sell,225.1572,Less Volatility,26.281,Sell,-207.0412,Oversold,-188.1000,Sell,35.265,Sell,-8.855,Sell,-92.511,Oversold,-396.9883,Sell,Buy (0) ,Strong Sell,4.83020,+0.73,EGEEN,2023-03-22,SAT,5040.10,SAT,5052.86,SAT,5181.28,SAT,5356.74,SAT,4938.01,AL,3638.30,SAT,Buy (3)
43.130,Sell,36.815,Sell,24.339,Oversold,-1.175,Sell,2.6871,Less Volatility,34.698,Sell,-88.4044,Sell,-0.2900,Sell,44.659,Sell,0.658,Buy,-58.209,Sell,-2.8760,Sell,Buy (1) ,Strong Sell,45780,+1.42,OSMEN,2023-03-22,SAT,46.416,SAT,47.953,SAT,47.157,SAT,50.628,SAT,53.748,AL,42.070,SAT,Buy (2)
49.361,Neutral,26.515,Sell,8.048,Oversold,13.820,Buy,25.8500,Less Volatility,32.488,Sell,-174.0539,Sell,-7.7643,Sell,39.958,Sell,-5.104,Sell,-82.546,Oversold,-33.4620,Sell,Buy (1) ,Strong Sell,55040,+0.99,MRSHL,2023-03-22,SAT,553.20,SAT,563.61,SAT,571.76,AL,509.36,AL,442.98,AL,332.89,neutral,Buy (6)
56.609,Buy,57.898,Buy,62.541,Buy,3.910,Buy,13.2357,Less Volatility,29.137,Neutral,110.8780,Buy,6.2786,Buy,53.815,Buy,5.838,Buy,-36.072,Buy,20.3920,Buy,Buy (10) ,Strong Buy,29160,-0.82,IMASM,2023-03-22,SAT,293.74,AL,282.65,AL,279.71,AL,279.51,AL,239.93,AL,152.24,AL,Buy (11)
43.237,Sell,27.904,Sell,47.289,Neutral,-15.950,Sell,21.2429,Less Volatility,30.679,Sell,-98.0761,Sell,-12.1429,Sell,31.422,Sell,-4.455,Sell,-68.060,Sell,-31.6800,Sell,Buy (0) ,Strong Sell,49090,+6.72,ALCAR,2023-03-22,AL,476.12,SAT,495.15,SAT,504.13,SAT,527.10,SAT,582.77,AL,463.28,SAT,Buy (3)
36.025,Sell,14.372,Oversold,2.052,Oversold,-3.532,Sell,4.2286,Less Volatility,31.386,Sell,-111.2173,Sell,-5.3429,Sell,26.026,Oversold,-7.396,Sell,-95.211,Oversold,-6.7400,Sell,Buy (0) ,Strong Sell,73200,+0.14,ATEKS,2023-03-22,SAT,74.620,SAT,77.355,SAT,79.210,SAT,85.591,SAT,85.581,AL,64.009,SAT,Buy (2)
42.705,Sell,22.103,Sell,9.697,Oversold,-0.690,Sell,33.3929,Less Volatility,34.389,Sell,-178.6130,Sell,-24.2714,Sell,30.773,Sell,-9.662,Sell,-91.577,Oversold,-84.1320,Sell,Buy (0) ,Strong Sell,51110,+1.21,CMBTN,2023-03-22,SAT,524.66,SAT,542.26,SAT,568.86,SAT,526.78,AL,498.86,AL,376.75,SAT,Buy (4)
41.474,Sell,19.804,Oversold,4.423,Oversold,-5.451,Sell,12.0714,Less Volatility,34.334,Sell,-131.9843,Sell,-9.4071,Sell,26.484,Oversold,-6.805,Sell,-88.824,Oversold,-15.4280,Sell,Buy (0) ,Strong Sell,222500,+1.69,TETMT,2023-03-22,SAT,224.660,SAT,233.700,SAT,234.335,SAT,243.216,SAT,254.093,SAT,242.544,SAT,Buy (0)
40.652,Sell,30.645,Sell,25.888,Sell,-11.190,Sell,14.9286,Less Volatility,25.857,Sell,-97.6138,Sell,-9.8500,Sell,35.715,Sell,-8.883,Sell,-69.795,Sell,-15.2120,Sell,Buy (0) ,Strong Sell,28710,+2.50,MAALT,2023-03-22,AL,287.10,SAT,298.21,SAT,303.07,SAT,322.59,SAT,340.27,SAT,290.12,SAT,Buy (1)
36.200,Sell,24.794,Sell,0.000,Oversold,-5.820,Sell,11.8929,Less Volatility,41.838,Sell,-159.9342,Sell,-20.9429,Sell,32.777,Sell,-11.493,Sell,-96.991,Oversold,-31.9780,Sell,Buy (0) ,Strong Sell,21830,-0.73,TURGG,2023-03-22,SAT,228.44,SAT,240.94,SAT,242.44,SAT,245.65,SAT,275.16,SAT,242.57,SAT,Buy (0)
37.461,Sell,93.339,Overbought,2.948,Oversold,-813.070,Sell,702.7285,Less Volatility,32.489,Sell,-168.3693,Sell,-1407.5056,Sell,27.543,Oversold,-7.748,Sell,-9.575,Overbought,-2545.7044,Sell,Buy (0) ,Strong Sell,43.00000,0.00,ISBTR,2023-03-22,SAT,43710.00,SAT,44287.31,SAT,44882.74,SAT,46120.45,SAT,46541.41,SAT,46086.01,SAT,Buy (0)
43.199,Sell,26.461,Sell,0.000,Oversold,-61.650,Sell,272.6642,Less Volatility,34.876,Sell,-173.1120,Sell,-346.3217,Sell,27.737,Oversold,-16.840,Sell,-96.334,Oversold,-500.3920,Sell,Buy (0) ,Strong Sell,4.68010,-0.42,BFREN,2023-03-22,SAT,4879.50,SAT,5018.25,SAT,5092.90,SAT,4995.57,AL,4191.36,AL,2751.39,SAT,Buy (4)
49.578,Neutral,96.266,Overbought,46.552,Neutral,18219.087,Buy,24502.3728,High Volatility,100.000,Overbought,6.6426,Neutral,0.0000,Neutral,61.114,Buy,6.344,Buy,-10.954,Overbought,-38571.6795,Sell,Buy (3) ,Buy,352.353,0.00,ISATR,2023-03-22,SAT,377290.0000,SAT,365264.8000,SAT,361218.9297,AL,317591.4763,AL,269689.0816,AL,153662.0858,neutral,Buy (6)
